ID,text,labels,am
5617,"@Vinay_Kumar_R, part of the India 'A' playing XI, will be available for the Ranji Trophy opening fixture against Baroda starting tomorrow.",neutral,"@Vinay_kar_r, የህንድ መጫወት << << >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>."
5618,I'll be doing the Senior Bowl fun run with my niece next Saturday,positive,ከሚቀጥለው ቅዳሜ ከእጄ ጋር የሚገኘውን ከፍተኛ ጎድጓዳ ሳህን አዝናኝ እሆናለሁ
5619,@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.,neutral,@ _Allblongs2me2me_ McCormick ቦታ .... እንደ 23 ኛ ንጉስ ንጉስ ዶክተር በሃይቲ ሆቴል እዚህ
5620,Semi-finals tomorrow are going to be gay...,negative,ከፊል-ፍጻሜዎች ነገ ነገ ጋይ ይሆናል ...
5621,"adhitia sofyan on Java Jazz, March 3rd, can't wait! Give me a day off, please...",positive,"adhitia sodyan በጃቫ ጃዝ, ማርች 3 ኛ ላይ, መጠበቅ አልተቻለም!እባክዎን አንድ ቀን ስጠኝ ..."
5622,@R2UK @double6jg @isandbach one of the clients had it today. We get it tomorrow. I'm hoping I notice unlike HD TV!,neutral,@ R2UK @ ድርዴት @ Doussebach ከደንበኞቹ ውስጥ አንዱ አገኙት.ነገ እናገኛለን.ከ HD ቴሌቪዥን በተቃራኒ እንደምናስተውል ተስፋ አደርጋለሁ!
5623,Police: you have the right to remain silent. what ever you say may be hel against you Me: Harry Styles,neutral,ፖሊስ-ዝምታ የመቆየት መብት አለዎት.የሚናገሩ ሁሉ በእኔ ላይ ሊታሰር ይችላል-ሃሪ ቅጦች
5624,Horrible dream lady night....I'm tiered but today is my Friday and its the start of the RODEO tonight #hearthorses,negative,አሰቃቂ ህልም እመቤት እመቤት .... ደክሞኛል ግን ዛሬ አርብ እና የሮዴዶ ዛሬ ማታ # ልቤዎች ናቸው
5625,"Talking about ACT's &amp;&amp; SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.",negative,"ስለ ድርጊቶች እና AMP, & amp;ወደ ኮሌጅ መሄድ እንደፈለግኩ, ወደ ኮሌጅ መሄድ የምፈልገውን ቤት መወሰን, እና ኮሌጅዎችን ለማመልከት እና ስለ ኮሌጅ ማንኛውንም ነገር ለማመልከት ሲሞክር ቆርጠዋለሁ."
5626,Brook Marie had the chance to attend the 10th Annual Honey Shine Mentoring Program Luncheon yesterday at Jungle Island with a few...,neutral,ብሩክ ማሪያ ጥቂት በሆኑ ጫጫታ ደሴት ትናንት ትናንት በ 10 ኛው ዓመታዊ የማብሪያ መርሃ ግብር ውስጥ የመሳተፍ እድል ነበረው ...
5627,@llcoolj If you are the same age as Mick Jagger than may I say you,neutral,@llcoolj እንደ ሚኪ ጃርገር ተመሳሳይ ዕድሜ ካለህ እላለሁ
5628,"All Blue and White fam, we r meeting at Golden Corral for dinner tonight at 6pm....",neutral,"ሁሉም ሰማያዊ እና ነጭ ቤተሰብ, ዛሬ ማታ ማታ እራት ላይ በወርቃማ ኮር ውስጥ እየተገናኘን ነው ...."
5629,"Friday could turn out to be a big day in the case of George Zimmerman, who is accused of murdering Trayvon Marti... http://t.co/S1ok4Mou",neutral,Trysvon Mardi ን በመግደል ከካፕት ዚሜመርማን ጋር ... http://t.co/s1k4mous
5630,with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.,positive,ከጄ ዴቪድ 11 ጋር.ዋና ተቀናቃኞች ቡድን ፖላንድ ናቸው.ነገ አንድ ጠንካራ ሳምንት ያህል ስኬታማ እንድንሆን ተስፋ እናደርጋለን.
5631,"#Trayvon My daily tweet (10/20) in memory of Trayvon Martin - killed 238 days ago. ~May you Rest in Peace~ (Hang in there, family)",neutral,#Trayvon በየቀኑ Tweet Martet (10/20) ትሪቪን ማርቲን በማስታወስ (10 ቀን በፊት 238 ቀናት ገደለ.~ በሰላም ያርፉ ~ (እዚያ ውስጥ ይንጠለጠሉ)
5632,@o_delaisse reading the Book again (at Circe now) intending to finish on 16th. Radio 4 has programmes all day so I'll be listening to most!,positive,"@o_delissise መጽሐፉን እንደገና በማንበብ (በአሁኑ ጊዜ በ 16 ኛው ቀን ላይ ለመጨረስ በማሰቡ.ሬዲዮ 4 ቀኑን ሙሉ ፕሮግራሞች አሉት, በጣም ብዙ እሆናለሁ!"
5633,Saw at last Kung Fu Panda 2 yesterday with my cousins =)),positive,ትናንት ትናንት ከአጎቶቼ ጋር በመጨረሻው የኩንግ ፉ ፓንዳ 2 ላይ አየ.)
5634,##$$## Black Friday Deals Olympus OM-D E-M5 16MP Live MOS Interchangeable Lens Camera with 3.0-Inch Tilting OLED Tou... http://t.co/LJDqpdlX,neutral,## $$ ጥቁር ዓርብ ቅሬታ ኦሊምፒክ ኦ-ኤም ኢ-ሜ.ሜ.ሜ.ሲ.ሲ.
5635,RT @JoshDorner: RT @ThinkProgress These golf balls with Pelosi's face on them allegedly distributed at Boehner fundraiser today. http:// ...,neutral,RT @johdorner: RT @Hinkshroshy እነዚህን የጎልፍ ኳሶች በ Pollosi ፊት ላይ እነዚህን የጎልፍ ኳሶች በቦይነር የገንዘብ ድጋፍ ውስጥ ተሰራጭተዋል.http: // ...
5636,"I'm sharing my candy with Lyric, Alena, Dejanae and Marquell tomorrow =)",neutral,"ከረጢሬዬን በሉና, አሌና, ደጃና እና ከማርኬስ ነገ ጋር እካፈልኩ ነው)"
5637,"OH SNAP! Another Sunday Pool Party at Shore Club in Miami with Ryan Morales, Jason Vernau and Ollie Sanders!!! We'll see you out there!",positive,"ኦው SNAP!በባህር ክበብ ውስጥ በሌላው የሰንበት ገንዳ ፓርቲ በሴሚ ሞራሎች, ጃሰን verna እና ኦሊሊ አሸናፊዎች ጋር !!!እኛ እዚያ እንገናኛለን!"
5638,"Yo, yo, yo. Raise your hand if you're going to Mass tomorrow! #HolyDay #GettingUpAt7",neutral,"ዮ, ዮ, ዮ.ነገ ወደ ጅምላ የሚሄዱ ከሆነ እጅዎን ከፍ ያድርጉ!#Hyleye # movuat7"
5639,'Clockwinder-who wouldn't say no'. Launch at the Commons on Tuesday. The biog of the late David Taylor is the untold story of a virtuous MP.,neutral,'Colckwinder - ማን አይልም' ማለት አይደለም.ማክሰኞ ማክሰኞ ላይ መጀመሩን ይጀምራል.የኋለኛው የዳዊቱ ቴይለር ባዮግ የእነፃት MP ታሪክ ነው.
5640,Awhh I can't wait for Stevie Tv! I wish it was March 4 already!,positive,Awhhh Stevie ቴሌቪዥን መጠበቅ አልችልም!ማርች 4 እመኛለሁ!
5641,"@CMPunk Devil Inside , The exorcisism of Emily Rose , Wrong Turn 4 , See no evil with Kane and Friday the 13th.",neutral,"@Cm ልካም ውስጥ ዲያቢሎስ, የኤሚሊ ተነሳ, የተሳሳተ ተራ 4 ክፉን ክፉን በክፉ እና አርብ 13 ኛ ክፋት አላዩም."
5642,@stephenfry cant wait! coming to see you in February from Belgium!,positive,@Stefenfry መጠበቅ አልተቻለም!በየካቲት ክፍለ ጊዜ ውስጥ እርስዎን ለማየት መምጣት!
5643,"HD clip of @primus knocking ""Southbound Pachyderm"" out with valor at @FMKirbyCenter Tuesday night. cc @WillBeekman - http://t.co/0d7K5do4",neutral,"የኤችዲ ክሊፕ የ @primus purpos @ Moddount Plachyderem ""ከቢቢቦድ ፓኮሚድ ማክሰኞ ማክሰኞ ማክሰኞ.ሲሲ @willillbekerman - http://t.co/0d7k5do4"
5644,Looks like I'm going to Knicks Vs. Heat this Sunday.,neutral,እኔ ወደ ኪኒኬኮች እሄዳለሁበዚህ እሑድ ሙቀት.
5645,"Asikkk nanti di konser Java Jazz ada kak Sierranya,hmm it's a good news!*lirik @SierraSoetedjo",positive,"Asikkk በኋላ በጃቫ ጃዝ ኮንሰርት ውስጥ SIS SARANNYA, እምምም ጥሩ ዜና ነው! * ግጥሞች"
5646,I should've worn the Concords tomorrow. -.- Oh well.,positive,ነገን ነገዎችን ማበላሸት ነበረብኝ.-.- ጥሩ.
5647,RT @YankeeSnark: I find it ironic that I almost certainly would not be a Yankees fan today if I hadn't gone to college near Boston #rand ...,neutral,RT @yankesnark: - በቦስስተን # (ኮሌጅ) አቅራቢያ ወደ ኮሌጅ ካላገባሁ በእርግጠኝነት የያንኪን አድናቂ አይሆንም ...
5648,"I been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky.",neutral,"እኔ እየተመለከትኩ ነበር """
5649,@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?,neutral,ነገ ቃለ-መጠይቅ ውስጥ በዚህ ቃለ ምልልስ ውስጥ ከዚህ ቃለ ምልልስ ጋር አንድ እውነት ነው?
5650,@MarvRamrod Were doing great up until the 3rd.. Struggling a lot. Harden and Lin doing very well together. Harden w/ 31 pts. so far.,positive,@Arvarramrod እስከ 3 ኛ ደረጃ እየጨመረ ነበር .. ብዙ እየታገሉ ድረስ.ጠነታ እና ሊን አንድ ላይ በጥሩ ሁኔታ ሲያደርጉ.ጠንካራ W / 31 PTS.እስካሁን.
5651,@gamewank_jim James Martin could have you on Saturday Morning Kitching 'This will go wonderfully with the lamb; a real musty scrote aroma',positive,@Gamwank_JIM ጄምስ ማርቲን የቅዳሜ ጠዋት ጉንጮ ሊኖርዎት ይችል ነበር.እውነተኛ ዋሻ ማጭበርበሪያ መዓዛ '
5652,Just don't understand TOB thought he would come out and est. some running game in the 2nd half than go play action On an aggressive UNC,negative,"ወደ ውጭ ይወጣ ነበር ብለው አያስቡ, እናም እሱ በሚሽከረከር ጊዜ ውስጥ ከሚጫወቱት 2 ኛው ግማሽ ግማሽ ውስጥ አንዳንድ ሩጫ ጨዋታ"
5653,"Church member told me mtg tomorrow @ 1st Baptist is ""BYOB"". Asked if he told them 2nd 'B' didn't mean 'brownbag' in our church. He laughed.",neutral,"የቤተክርስቲያኗ አባል ነገ ነገ ነገ @ 1 ኛ ባፕቲስት ""ፅንስ"" ነው.2 ኛ 'ቢ' ቢናገራቸው በቤተክርስቲያናችን ውስጥ 'ቡናማ ቦርሳ' ማለት አይደለም.ሳቅ."
5654,"Well, it looks like the Winter Classic will be cancelled tomorrow, barring a last minute agreement.",negative,"ደህና, የክረምት ክላሲክ ነገ ለመጨረሻ ጊዜ ስምምነት እንደሚደረግ ይመስላል."
5655,I think my mom might buy me the box set bc i've been bugging her about MSG and i told her i'd give her $30 if she got it before november 14,neutral,"እኔ MSG ን የሚገዙኝ ይመስለኛል, እናም ከኖ November ምበር 14 በፊት ካገኘኋት የሳጥን ሳጥን የተዋቀረች ቢሲ ነው."
5656,This Saturday I'll be playing B2B with Dark-E at Sjoekoe bday bash ( Cherry Moon ). Be there!!!  Full line up:... http://t.co/z5SAnGLC,positive,ይህ ቅዳሜ ከጨለማ-ኢት jo jo jo jo jodere Bud bash (ቼሪ ጨረቃ) ጋር እጫወታለሁ.እዚያ ይሁኑ !!!ሙሉ መስመር-... http://t.c.co/z5S5S5S5S5S5S5S5S5S5s
5657,"Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring... http://t.co/yl8QQP0R",neutral,"የ Android 4.2 ካሜራ መተግበሪያ አሁን ለ Galaxy Nexus የሚገኘው የፎቶግራፍ ኔኪስ ይገኛል ሰኞ, Android 4.2 ያስተዋውቁ ... http://t.co/hys/hiq8qquic0r"
5658,"Diana: A Celebration is officially OPEN to the public! Our hours are 9 a.m. to 5 p.m. today, 10 a.m. to 5 p.m. tomorrow.",positive,"ዲያና: ክብረ በዓል በይፋ ለሕዝብ ክፍት ነው!ሰዓቶቻችን 9. AM ናቸው እስከ 5 P.m.ዛሬ, 10 ሀም እስከ 5 P.M.ነገ."
5659,Today is the day LOL 2nd annual fish fry @ Big Bangs http://t.co/TOW5ybTO,positive,ዛሬ የ LOL 2 ኛ አመታዊ ዓሳዎች ፍሰት @ ትልልቅ ባንኮዎች ኤች.ሲ.ሲ.ኮ/To/towo
5660,Working tonight is seriously interfering with the fact that its Wednesday and The Challenge is on #wahh #getmeouttahere,neutral,ዛሬ ማታ መሥራት ረቡዕ እና ተፈታታኝ ሁኔታ #Wetha #getmeathare ላይ መሆኑን ማመንጨት በጣም ጣልቃ እየገባ ነው
5661,Ask me the WEIRDEST question EVAR!! http://formspring.me/agentshawnee,negative,ያልተለመደ ጥያቄ ሩጫ ይጠይቁኝ !!http:// formsspring.me/agentsharnee
5662,"I officialy hate Windows 7, it just sucks on my laptop. Back to XP tomorrow! (and also a huge delay for the movie again :/, was so close!)",negative,"እኔ በይፋ ዊንዶውስ 7 ን በይፋ እጠላለሁ, እሱ በላፕቶፕዬ ላይ ብቻ ይጠጣል.ነገ ወደ xp ተመለስ!(እና ደግሞ ለፊልም በጣም ትልቅ መዘግየት እንደገና: /, በጣም ቅርብ ነበር!)"
5663,PBR &amp; @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56,neutral,PBR & AMP;@Mockcrices @ dim317 ከጠዋክብት ከ 7 PM ላይ በ @ do3117 ካውንጅ ያመጣሉ!http://t.co/7x8F8AC56
5664,"Parsons also confirmed w/ TW reporter abt JLin's popularity, also 'promised' he'll visit Taiwan next yr http://t.co/ER67bSxy",neutral,"በተጨማሪም ፓርሰን እንዲሁ የ W / TT ሪሊን ጁሊን ታዋቂነት, እንዲሁም 'ተስፋ የተሰጠበት' jrwan hrth hrth hrth hrth hrth ht hop/t.co/er67SSX"
5665,hmmm..thinking that now is a good time to win the lottery. #311Day2012 in Vegas AND #311Cruise in May...decisions to be made!,positive,እምምም ... ያንን ሎተሪ ለማሸነፍ አሁን ጥሩ ጊዜ ነው.# 311D2012 በ VEGAS እና በቁጥር # 311crug ውስጥ ... ውሳኔዎች እንዲደረጉ!
5666,RSVP for the Annual Dinner closes this Monday! Be sure you register via the website ASAP :) http://t.co/UFwG2rlC,positive,RSVP ለአመታዊ እራት እራት ይህንን ሰኞ ይዘጋል!በድር ጣቢያው ASAP በኩል መመዝገብዎን ያረጋግጡ :) http://t.co/ufwggg2rlc
5667,Yo unnu memba #AmbroZia THIS SATURDAY at Oneil's Place enuh!!!!!! Bear TingZz Production it loud!!! U hav u ticket yet?!?!?,neutral,"Yo unnous meba #imbrozoy በአይን አሂድ ቦታ ውስጥ, !!!!!!ድብድፍ ታም our ታም ጩኸት !!!U hov u t ትኬት?!?!?"
5668,Meryl Streep is like the coolest woman ever!! I want to be related to her! May go watch #ItsComplicated,positive,Merrl Greepp ልክ እንደቀዘቀዘ ሴት ነው !!ከእሷ ጋር መገናኘት እፈልጋለሁ!# ሊታይበት # ሊታይ ይችላል
5669,Just close your eyes The sun is going down You'll be alright No one can hurt you now Come morning light You and I'll be SAFE AND SOUND #NP,positive,ዓይኖችዎን ብቻ ፀሀይ እየቀነሰች ነው ደህና ሁን እርስዎ ቢያስቸግርዎት እርስዎ ማለዳ ላይ ሊጎዱዎት የሚችል ማንም ሊመጣዎት ይችላል እና ደህና እሆናለሁ እና #np
5670,Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!,positive,ዋዉ!!እመቤት ጋጋ በእውነቱ በብሪኒያ ውስጥ ይገኛልአሁንም የእኔን ሙዚቃ ትሰማለች !!!!ዋዉ!!!
5671,"#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://t.co/k7Zh7sgC",negative,"#Vbnss ዕለታዊ አሃዝ በቀን $ 1 ሚሊየን የጠፋው $ 1 ሚሊየን, ኒኮክ, ናስኬክ, እና ሲቢኤ እያንዳንዳቸው ከ $ 1 ሚሊዮን ዶላር ውስጥ እያንዳንዳቸው በ http://t.co/k7Z7Z7SGS"
5672,Going to try &amp; watch Act Of Valor for the 2nd time. The part I seen are pretty bad ass,negative,"ለመሞከር እና ለመሞከር,ለ 2 ኛው ጊዜ የቢሊንግ ሕግ.እኔ ያየሁት ክፍል በጣም መጥፎ አህያ ነው"
5673,"YOOOO @ItzLavz &amp; @_Beeniee If Niggas In Paris comes on more than once on the 26th, might have to plank for whole night...",neutral,"Yoooo @itzlavz & amp;@Beeneee በፓሪስ ውስጥ Niggas ውስጥ ከ 26 ኛው ጊዜ በላይ ከሆነ, ለብቻው ለመጨረሻ ጊዜ ማቅለጫ ሊኖረው ይችላል ..."
5674,"A whole day of Maths, I have to endure this on monday:( #killmenow",negative,"የሒሳብ ሙሉ ቀን, ሰኞ ይህንን መቋቋም አለብኝ-( # ኪሊሜንቷ"
5675,MVP - Chris Paul 6th Man - Jason Terry Defensive Player - Iman Shumpert Most Improved - Paul George Coach of the Year - George Karl,neutral,ኤም.ሲ.ፒ.
5676,The media filing center at the University of Denver empty now will be bustling tomorrow.  #utpol #denverdebate http://t.co/Dd4m2bnh,neutral,በዴንቨር ዩኒቨርሲቲ ውስጥ የሚዲያ ማቋረጫ የማድረግ ማዕከል አሁን ባዶ ይሆናል.#UTPOL #cenderdebate http://t.co/dd4m2bnh
