text,labels,translated
RT @JennyVrentas: Revis bats down Sanchez pass to Holmes. 3rd PBU by 24 in 2days. Holmes makes up 4 it with catch on Cromartie on next p ...,neutral,RT @jennyverass: Rovis የሌሊት ወፍ ወደ ሆልስበ 2 ቀናት ውስጥ በ 24 ኛ PABB.ሆልሞኖች በሚቀጥለው p ...
"@AnnoyingAssRob Yeah, but one of them is an old lady who looks like a Jim Henson creature left out in the Sun.",negative,"@Annoussishobob አዎ, ግን ከመካከላቸው አንዱ በፀሐይ ውስጥ የቀረው የጂም ሄንሰን ፍጡር የሚመስል አሮጊት ሴት ናት."
A 19th journo murdered in Somalia / Tokyo 2020 unveils stadium design rivals/ Why Madrid says it needs 2020 Olympics / http://t.co/ylSLefYT,negative,በሶማሊያ / ቶኪዮ 2020 ውስጥ የተገደለው የ 19 ኛው ጉዞ እ.ኤ.አ. በሶማሊያ / ቶኪዮ 2020 ኢንዱክሪድ ዲቪድሮዎች / ማድሪድ 2020 ኦሎምፒክ / http://t.co/yslefyte ይፈልጋል.
We should donate it to ARSENAL.. they aint winning anythng! RT @pritypinkyy: 19th COMMUNITY SHIELD(yeah still silverware),positive,ለ Asseneal መዋገሳችን አለብን .. ማንኛውንም ነገር ማሸነፍ አይችሉም!Rt @pyneppeinkyy: 19 ኛ ማህበረሰብ ጋሻ (አዎ አሁንም ብልዌር)
It's wednesday!! You know what that means.... new episodes of The Challenge: Battle of the Seasons &amp; American Horror Story: Asylum!!,neutral,ረቡዕ ነው !!ያ ማለት ምን ማለት እንደሆነ ታውቃለህ .... የውስጡ አዲስ ክፍሎች - የወቅቶች እና የአምጽ ጦርነት.የአሜሪካ አስፈሪ ታሪክ: ጥገኝነት!
Niggas In Paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head. So cute.,positive,በፓሪስ ውስጥ በፓሪስ ውስጥ በሚጠበቀው ክፍል ውስጥ እየተጫወተ ነበር እናም ይህ አሮጊት እመቤት የመራብ ዱላዋን ትለጠለዋለች እና ጭንቅላቷን እየባሰች ነበር.በጣም ያምራል.
"Hackers have already defeated windows 8, and ReadWrite Mobile ranked it 5th in interface design, behind iOS and Android.",negative,ጠላፊዎች ዊንዶውስ 8 ን ያሸንፋሉ እንዲሁም ከ iOS እና ከ Android በስተጀርባ በይነገጽ ንድፍ ውስጥ 5 ኛ ደረጃን ያንብቡ.
"till June 5 nalang ang botohan! So make sure you vote Deniesse, Wendy, Jazz and Divine on FHM 100 sexiest! :) #THV'sPride!",positive,"እስከ ሰኔ ወር 5 ናላንግ AS ቦታን!ስለዚህ ድምጽ መስጠትዎን, ዌንዲ, ጃዝ እና መለኮታዊ በ FHM 100 ወሲባዊ ላይ መለዋወጥ መሆኑን ያረጋግጡ!:) # tarv'sprual!"
"FTR, re: OSU/Texas...the last half of the 4th quarter of the Fiesta Bowl was, at the time, the greatest then worst game I've seen in person",neutral,"FTR, RE: OSU / PSUAS ... የ Fiesta ጩኸት 4 ኛ ሩብ የመጨረሻ አጋማሽ, በወቅቱ, ከዚያ በኋላ በአካል ካየኋቸው በጣም የከፋው ጨዋታ ነው"
Monroe bound tomorrow! It's a must leave Ruston for a day,positive,ነገ ወራጅ ታስሮ!ለቀን ቀን ሩተርስ መተው አለበት
who's coming to the Marijuana March in Cardiff tomorrow? Support the cause #legalizeweed!,positive,ነገ ወደ ማርዋዋና ወደ ማሪዋናና መጋቢት ነገ የመጣው ማነው?የክብሩን ፍሰት #Legaleweedde ይደግፉ!
"One of the hottest up and coming artists @AkielBeatz will be performing july 29th at Rex Theatre in southside, Pittsburgh!! tix only $10",positive,"በጣም ሞቃታማ ከሆኑ እና ከሚመጡት አርቲስቶች አንዱ @KKELERATZ በደቡብ, በፒትስበርግ ውስጥ በ Rex ቲያትር ውስጥ ይከናወናል!Tix $ 10 ብቻ"
@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.,positive,@Oiilenowtite @albertAlilifif ሌላ ማዕከል?ጋጋነር እኛ የምንችለው እና የልጆቹን ማቆየት የምንችልበት እና የምናደርገው ጥሩ ርካሽ 2 ኛ መስመር አማራጭ ነው.
Can't wait to go to Colts game with my sweetness tonight.,positive,ዛሬ ማታ ከጣፋጭዬ ጋር ወደ ኮሌጆች ጨዋታ ለመሄድ መጠበቅ አልተቻለም.
@NerdBlurt @tom_howarth and the Sox beat the Yankees today so I can smile!,positive,@ Onedrburrgur @hom_HOMARRARS እና SOX ዛሬ ፈገግ እንዳለሁ አንደኛ ያወጣል!
Good luck to the #DunfermlineWolves players that have their Fife and Tayside trials tomorrow. Show them what you can do #itsyourtime,positive,ነገ ለ #dundermermindowlwologlows fits እና tayside ፈተናዎች ለካሟቸው ያወጣል.#ISTATAMAME ምን ማድረግ እንደሚችሉ ያሳዩ
@theprawnguy This Sunday the actual work is just east of Edmonds. But there will be a couple of delays impacting all Eastbound service^DA,neutral,@Theprrawnuy በዚህ እሑድ ትክክለኛው ሥራ ከ Eddodes ምስራቅ ምስራቅ ነው.ግን በሁሉም የምሥራቅ ክፍል አገልግሎት ላይ ተጽዕኖ ያላቸውን ሁለት መዘግየትዎች ይኖሩታል DA
We're going to a Patriots game! Monday night football baby! Can't wait! http://t.co/2YC1901A,positive,ወደ ትልባሪዎች ጨዋታ እንሄዳለን!ሰኞ ማታ እግር ኳስ ሕፃን!መጠበቅ አልተቻለም!http://t.co/20.9A
@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.,neutral,@Beberb የግድ አይደለም.በኔቫዳ ኦባማ ለሮምኒ ስካድ ስላልሆነ ሊረዳ ይችላል.ግን hh ን ማለትዎ እንደሆነ አውቃለሁ.
C'mon CBS!! I wanna watch the Patriots!,neutral,C'ON CSBS !!አርበኞች አባተሮችን ማየት እፈልጋለሁ!
@andrewsikora The Tigers know it's a big game as well: resting Martinez & Alburquerque Monday and bumping Verlander.,positive,@anderresikoa ነብሮች ትልቅ ጨዋታ እንደሆነ ያውቃሉ.
Tampa Bay Buccaneers: Game-by-Game Predictions for 2nd Half of the Season - Bleacher Report  #Buccaneers http://t.co/s0xzSPV3,neutral,ታምአ ቢሬ ቦርሳዎች-የጨዋታ-ጨዋታ-ጨዋታ ትንበያ ለ 2 ኛው ግማሽ ጊዜ - የጌጣጌጥ ሪፖርቶች #BCUNERES Plorts htpt plt.co/s0xzvv33
Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://t.co/05kvUyEf,positive,በደቡብ አፍሪካ ውስጥ በ 14 ኛው አድማድ ላይ በ 14 ኛው አፍሪካ ላይ ለማየት መጠበቅ አልተቻለም ... ይህንን ነጥብ ይመልከቱ http://t.co/05kvuyfe
"@TheFriddle and just as an FYI, wife has tons of real books, I have 5, 2 Levin 1 O'Reilly 1 Hannity 1 from Drew Brees, yours will be my 6th",neutral,"@Totrimwwd እና ልክ እንደ ኤፍሲ, ሚስት እውነተኛ መጽሐፍት ጣቶች አሏት, 5, 2 ሌቪን 1 ኦ'ልሊሊ 1 ሃንቴ 1, የእራስዎ 6 ኛ ነው"
Get the Skinny on Verizon announces Ice Cream Sandwich for Motorola Droid Bionic: After waiting for what may hav... http://t.co/tlq6roQG,positive,በ eri ሪዞን ላይ ቆዳን ለ Moryrola Droid barwich አዋጅ ያግኙት: - ምን ሊሆን እንደሚችል ከጠበቁ በኋላ ... http://t.co/tlq6.
Guarantee Gaga debuts her new single at the Grammys in February. Not opposed even though its agesssss away.,neutral,ዋስትና ጋዋ በየካቲት ወር በሚገኙት የጆሮዎች ውስጥ አዲሱን ነጠላ ትጠይቃለች.ምንም እንኳን የእድሜ ልክ አይሆኑም.
"@DDoughtyOnAir @SoBoTucker However, he has confirmed breaking a chair in the Duke pressbox, 2nd such destruction at a Duke sporting event.",negative,"@Doderbryhioir @SOBotbourcker, በዳክ ጋዜጣ ሳጥን ውስጥ አንድ ወንበር መሰባበርን አረጋግ and ል, 2 ኛ እንዲህ ዓይነቱን ጥፋት በዳክ ስፖርት ዝግጅት ላይ ነው."
gunna be a 6hour journey to NCS trip next monday :( LOOOL idc im gunna bring nuff chicken to eat on the coach!,neutral,Gunna ቀጣዩ ሰኞ ወደ ኤን.ሲ.ኤስ.
7pts 4 assts for Harden in the 1st quarter... Him and Lin gon play aight together,neutral,7 pls 4 ንብረቶች በ 1 ኛ ሩብ ውስጥ ለጠላፊዎች 4 ንብረቶች ... እሱ እና ሊን ጎኔ አብረው ይጫወቱ
I really thought HISD didn't have school tomorrow because it was Christopher Columbus day.,negative,"እኔ ፌዴድ ነገ ትምህርት ቤት አልያዘም ብዬ አስብ ነበር, ክሪስቶፈር ኮሎምበስ ቀን."
"@Reality_Touch: Hamid Mir has rejected the negative views of Saleem Safi,Sana bucha &amp; Kamran Shahid on PTI peace march. Read his tweets !",negative,@REUIDIUE_ SHOUP: ሀሚድ ሚያስ የ Satamm Maxi and Sabia እና AMP ያላቸውን መጥፎ አመለካከቶች አልተቀበለችም.ካምራን ሻሽዲ በ PTI የሰላም ሰልፍ.ትዊኮቹን ያንብቡ!
"@tsharklv 1st up, obama on that poster with that caption??? Trayvon had parents just like dad on the right. Like they don't grieve?",neutral,@tsharklv 1 ኛ ከዚያ ጋር በእዚያ ፖስተር ላይ ኦባማ ነው ???ትሬቪን ልክ እንደ አባዬ ልክ እንደ አባዬ አነጋት ነበር.እንደማያዘጉ ናቸው?
"If the NHL lockout ended, Preds would have 2 road games 1st week in October (St. Louis - Oct 2nd &amp; Wash.- Oct 5th) according to the website.",neutral,የኤን.ኤን.ኤን.ኤል.ኤል. ስድብ ከተጠናቀቀ በኋላ በጥቅምት ወር (ሴንት ሉዊስ - (ሴንት 2 ኛ እና AMP) በድር ጣቢያው መሠረት.
"Awesome wedding shoot in Amsterdam today, excited fot the next one on Saturday in a castle in Utrecht... previews coming soon....",positive,ዛሬ በአምስተርዳድ ውስጥ አስደሳች የጋብቻ ተኩስ በመቀጠልው በመቀጠልው በመቀጠል ላይ ... ቅድመ-እይታዎች በቅርቡ ይመጣሉ ....
"Brian May reveals that the Freddie Mecury biopic has 2014 release date, and Sacha Baron Cohen is to play the singer http://t.co/VCJMwS3y",neutral,ብራያን የ 2014 ተሽሮአዊ ባዮፒቲ የ 2014 ተላልፈ የመርቤር ባዮፒፒ / ቢራ / ቢራ ቦሮን ኮኖ ዘፋኙን መጫወት / መጫወት / መጫወት / መጫወት ነው
@annalilia @arrogantlaker they are going in on the Lakers. Mike Brown may need to take notes..,neutral,@annaliilia @arroglover በአለባኪዎች ላይ እየተሳተፉ ነው.ማይክ ቡናማ ማስታወሻዎችን መውሰድ ሊያስፈልግ ይችላል ..
@Ahmad7_ come tomorrow? or do you have east york?,neutral,@ Ahmad7_ ነገ ይምጡ?ወይስ የምስራቅ ዮርክ አለዎት?
How in hell did Philly give #MichaelVick a 100 million dollar contract? They would be better off with Matt Flynn for a 1/4th price. #Idiots,negative,# ሴሚካላዊቪክ ወደ 100 ሚሊዮን ዶላር ዶላር ውል ምን ያህል ሰርቆ ነበር?ለ 1/4 ዋጋ ለ 1/4 ዋጋ በማት ፍሎራን የተሻሉ ናቸው.# ማይክሮዎች
Nicki Minaj Kissing Lil Wayne! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/NuRX33dx,neutral,ኒኪ ሚንጂ Minajing lil wayne!በኤን.ኤን.ኤች.
Anyone looking forward to Bioshock Infinite? Check out this new look at the game! http://t.co/hAvE8HIi,neutral,የባዮሶክ መቆንጠጫውን የሚጠብቅ ማንኛውም ሰው?በጨዋታው ላይ ይህንን አዲስ እይታ ይመልከቱ!http://t.co/have8II
Perhaps a bit insensitive showing the film Four Lions in the run up to the 9/11 10th anniversary..... #justsaying,negative,ምናልባት አንድ የፊልም ፍንዳታ በ 9/11 10 ኛ ዓመት ውስጥ በሩጫው ውስጥ አራት አንበሶች የሚያንፀባርቁ ነበሩ.
That's complete crap. @sportsaholic007 Began and Sadat were all about peace. Bibi wants to use our military for free. @janie_austin &lt; C'mon,negative,ያ የተጠናቀቀ ክምር ነው.@ Spleleicoic007 ተጀምሯል እና ያዝኑ ሁሉ ስለ ሰላም ነበሩ.ቢቢ ወታደሮቻችን በነጻ መጠቀም ይፈልጋል.@janie_auinin እና lt;ካሞን
"New Orleans Saints live updates from Joe Vitt, Drew Brees press conferences: Vitt, Brees talk about Monday night... http://t.co/ZIgrKu3e",neutral,"አዳዲስ የኦርሊየንስ ቅዱሳን የቀጥታ ስርጭት ዝመናዎች ከጆ vitt, ከድልድስ የፕሬስ ኮንፈረንስ ውስጥ የቀጥታ ዝመናዎች: ቪታቲ"
"RT @AdamSchefter at practice, Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury. &gt; Lions dropping like flies",negative,በአስተማማኝ ሁኔታ @adaamshecheter በስምምነት አንበሶች rookie rb Mikel LESHORE ዛሬ ከግራ እግሩ ጉዳት ጋር ተያይ attached ል.& gt;አንበሶች እንደ ዝንቦች
@QuinnRP mhm I need sleep befor i go on the plane so i think imma go to sleep B on tomorrow when i get to mexico,neutral,@Quinnrrp MHM ከአውሮፕላኑ ከመሄዴ በፊት መተኛት እፈልጋለሁ ስለሆነም ኢሜማ ወደ ሜክሲኮ ስገባ ነገ ወደ ፊት ትተኛለሁ ብዬ አስባለሁ
RIP to Capt. Walbridge of #HMSBOUNTY. Fair winds and following seas wherever you may be http://t.co/u2zHR3hC,neutral,የ #hmmmblety Walbrity.ፍትሃዊ ነፋሳት እና ባሮች በሚኖሩበት ቦታ ሁሉ http://t.co/uu2Zhr3HC
Join Team PML(N) representative to support PMLN vs PTI kids at Front Line with Kamran Shahid Recording tomorrow... http://t.co/D16qLSLU,neutral,ነገ በ PMARAR SHAHIDED የመረጠ ክምር (ኤም.ሲ.ሲ.ፒ.ፒ.ፒ.ፒ.ፒ.ፒ.ፒ.ፒ.ፒ. PML (N) የወኪል (ኤም.ኤ.)
"RT @tonygrace: Tonight on CTV News at 6, I'll have a conversation with Lloyd Robertson as he prepares to anchor CTV National News for th ...",neutral,"RT @tonygrace: Tonight on CTV News at 6, I'll have a conversation with Lloyd Robertson as he prepares to anchor CTV National News for th ..."
Going to Buffalo Wild Wings tomorrow with my life long friend Israel and my brother.. That's what I call a good night. #KnicksNation,positive,ነገ ከህይወቴ ረዥም ጓደኛዬ እስራኤል እና ወንድሜ ነገ ወደ ቡፋሎ የዱር ክንፎች መሄድ .. ያ ጥሩ ምሽት ነው የምጠራው ያ ነው.# ኪንክነመን
Babysitting all day tonight... blahhh.. but cant wait for Friday!! Club Pulse baby!!!! Whoot Whoot!!!!,positive,ዛሬ ማታ ቀኑን ሙሉክለብ pulse ህፃን !!!!Elt elot !!!!
What did we think of the Oscar frocks?http://www.mumsnet.com/Talk/2350/925283#18837552,neutral,ስለ ኦስካር ፍራፍቶች ምን አሰብን?
Sportsnation  just wont let Jeremy Evans dunkface go. This is the 3rd time ive seen it all week. Still funny though,positive,ስቴቴሽን ጁሜሚ ኢቪካዎች እንዲሄዱ አይፈቅድም.ይህ ሳምንት በየሳምንቱ ለማየት የ 3 ኛ ጊዜ ኢቭ ነው.አሁንም አስቂኝ ቢሆንም
Q1 1:45. Trent Richardson rushed right to the Cleveland 43 for 1 yard. 3rd &amp; 2.,neutral,Q1 1 45.ትሬንት ሪቻርድሰን ከ 43 ለ 1 የጓሮ ወደ ክሊቭላንድ 43 ለ 1 የጓሮ በፍጥነት በፍጥነት በፍጥነት በፍጥነት በፍጥነት በፍጥነት ሮጡ.3 ኛ እና AMP;2.
"I may be the odd man out on this but I don't get all the buzz on this Kendrick Lamar. Decent I guess, but not stellar.",negative,"በዚህ ላይ ያልተለመደ ሰው እሆን ይሆናል ግን በዚህ ኬንድሪክ ላማር ላይ ሁሉንም Buzz አላገኝም.ጨዋነት እገምታለሁ, ግን ስዊለር አይደለም."
"#HalloweenSong now playing X Files, Phantom of the Opera, Halloween, Friday the 13th, Psycho, Devil's Rejects - what are you listening to?",neutral,"#Halylyeunoonge አሁን የ X ፋይሎችን, Phosom, PoPoPount, አርብ 13 ኛው, የስነ-ልቦና ጳጳሳት - ምን ያዳምጣሉ?"
"@Freak_Franchise  Make Sure you tune into @4playnation On http://t.co/S0IHr27X, tomorrow from 1pm to 3pm, Special Guest Young Savage",positive,"@Freak_franchise እርግጠኛ መሆንዎን ያረጋግጡ @ 4P.Co/s0ihr27x, ነገ ከ 1 ፒኤም እስከ 3 ሰዓት, ልዩ እንግዳ ወጣት እርሻ"
Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking,positive,እሺ እኔ ትናንት ማታ ከጠፋው በኋላ ለማዝናናት የሚያስችለውን አንድ ነገር እፈልጋለሁ! ለካሪታኒ እና ኒኪ ሚኒ ሚኒrog 2mo light - እኔ እፈልጋለሁ
